original_sent_id,original_sent,reduced_sent,reduced_sent_id
PT2012-2013/docs/26/20130806_JN_3359551.sents,"O pedófilo espanhol, indultado por engano pelo rei de Marrocos e posteriormente detido em Espanha, compareceu esta terça-feira no tribunal da Audiência Nacional, em Madrid, que vai decidir se regressa, ou não, à prisão.","O pedófilo, indultado por engano pelo rei de Marrocos e posteriormente detido em Espanha, compareceu no tribunal da Audiência Nacional, que vai decidir se regressa à prisão.",PT2012-2013/summaries/26.C
PT2012-2013/docs/26/20130806_JN_3359551.sents,"O pedófilo espanhol, indultado por engano pelo rei de Marrocos e posteriormente detido em Espanha, compareceu esta terça-feira no tribunal da Audiência Nacional, em Madrid, que vai decidir se regressa, ou não, à prisão.","O pedófilo compareceu no tribunal da Audiência Nacional, em Madrid, que vai decidir se regressa à prisão.",PT2012-2013/summaries/26.P
PT2012-2013/docs/26/20130806_DN_3359547.sents,"O nome de Daniel Galvan constava de uma lista de 30 reclusos espanhóis que Madrid pediu para serem transferidos para Espanha para cumprirem a pena, de acordo com uma fonte espanhola, citada pela agência noticiosa francesa AFP.",Daniel Galvan constava de uma lista de 30 reclusos que Madrid pediu para serem transferidos para Espanha para cumprirem a pena.,PT2012-2013/summaries/26.C
PT2012-2013/docs/26/20130806_JN_3359734.sents,"Rabat exige a extradição de Daniel Galván, indultado na passada semana, aparentemente por engano.",Rabat exige a extradição de Daniel Galván.,PT2012-2013/summaries/26.C
PT2012-2013/docs/26/20130806_JN_3359734.sents,"Daniel Galván, de 63 anos, condenado em 2011, em Marrocos, a 30 anos de prisão por violação de 11 menores de entre dois e 14 anos, foi detido na segunda-feira num hotel de Múrcia, no sudeste de Espanha, na sequência do mandado de prisão internacional, emitido no mesmo dia pelas autoridades marroquinas.","Daniel Galván, condenado a 30 anos de prisão, foi detido num hotel de Múrcia, na sequência do mandado de prisão internacional.",PT2012-2013/summaries/26.P
PT2012-2013/docs/26/20130802_CM_500021.sents,A população de Marrocos está revoltada com um indulto real que foi dado a um pedófilo espanhol que fora condenado a 30 anos de prisão por ter violado 11 crianças.,A população de Marrocos está revoltada com um indulto real dado a um pedófilo espanhol condenado a 30 anos de prisão por ter violado 11 crianças.,PT2012-2013/summaries/26.C
PT2012-2013/docs/26/20130802_CM_500021.sents,A população de Marrocos está revoltada com um indulto real que foi dado a um pedófilo espanhol que fora condenado a 30 anos de prisão por ter violado 11 crianças.,A população de Marrocos está revoltada com um indulto real que foi dado a um pedófilo espanhol que fora condenado a 30 anos de prisão por ter violado 11 crianças.,PT2012-2013/summaries/26.P
PT2012-2013/docs/26/20130805_JN_3358617.sents,"A Casa Real espanhola esclareceu esta segunda-feira que o rei não pediu a Marrocos o perdão de um pedófilo aprisionado ou de outros prisioneiros, interessou-se pela sua ""situação"" e solicitou que um deles, doente, cumpra pena em Espanha.",A Casa Real espanhola esclareceu que o rei não pediu a Marrocos o perdão de um pedófilo aprisionado ou de outros prisioneiros.,PT2012-2013/summaries/26.P
PT2012-2013/docs/26/20130804_JN_3357724.sents,"O rei Mohamed VI de Marrocos anulou o perdão real que tinha concedido a um cidadão espanhol, condenado por abusos sexuais de menores naquele país, e cuja libertação originou fortes protestos.",O rei Mohamed VI anulou o perdão que tinha concedido.,PT2012-2013/summaries/26.P
PT2012-2013/docs/26/20130805_CM_500359.sents,O rei Mohamed VI de Marrocos anulou no domingo o perdão real que tinha concedido a um cidadão espanhol condenado por abusos sexuais de menores naquele país e cuja libertação originou fortes protestos.,O rei Mohamed VI anulou o perdão que tinha concedido.,PT2012-2013/summaries/26.P
PT2012-2013/docs/27/20120526_TSF_2546911.sents,"O Vaticano confirmou hoje oficialmente a detenção e a identidade do mordomo pessoal do papa Bento XVI, um dos presumíveis autores do desvio de documentos confidenciais.","O Vaticano confirmou a detenção e a identidade do mordomo do papa Bento XVI, um dos presumíveis autores do desvio de documentos confidenciais.",PT2012-2013/summaries/27.C
PT2012-2013/docs/27/20120526_TSF_2546911.sents,"O Vaticano confirmou hoje oficialmente a detenção e a identidade do mordomo pessoal do papa Bento XVI, um dos presumíveis autores do desvio de documentos confidenciais.","O Vaticano confirmou hoje oficialmente a detenção e a identidade do mordomo pessoal do papa Bento XVI, um dos presumíveis autores do desvio de documentos confidenciais.",PT2012-2013/summaries/27.P
PT2012-2013/docs/27/20120526_TSF_2546911.sents,"A polícia do Vaticano deteve Gabriele na quarta-feira, cerca de um mês depois da criação de uma comissão de inquérito para averiguar a origem das fugas.","A polícia do Vaticano deteve Gabriele, cerca de um mês depois da criação de uma comissão para averiguar a origem das fugas.",PT2012-2013/summaries/27.P
PT2012-2013/docs/27/20130225_JN_3073156.sents,"O relatório do inquérito sobre o escândalo da fuga de documentos confidenciais ""Vatileaks"" será transmitido exclusivamente ao novo papa, anunciou o porta-voz do Vaticano.",O relatório do inquérito sobre o escândalo será transmitido exclusivamente ao novo papa.,PT2012-2013/summaries/27.C
PT2012-2013/docs/27/20120525_rtpnoticias_557042.sents,A polícia do Vaticano descobriu documentos da correspondência privada do Papa entre os papéis do mordomo de Bento XVI.,A polícia do Vaticano descobriu correspondência privada do Papa entre os papéis do mordomo de Bento XVI.,PT2012-2013/summaries/27.P
PT2012-2013/docs/27/20130223_JN_3070579.sents,"O porta-voz do Vaticano criticou este sábado as notícias que falam de intrigas na Santa Sé e da existência de um lóbi 'gay', classificando-as como ""maledicência, desinformação e calúnia"", numa entrevista à Rádio Vaticano.",O porta-voz do Vaticano criticou as notícias que falam de intrigas na Santa Sé.,PT2012-2013/summaries/27.C
PT2012-2013/docs/27/20121110_DN_2878253.sents,"O Papa Bento XVI perdoou o seu ex-mordomo, Paolo Gabriele, pela divulgação de documentos confidenciais do Vaticano e enviou-lhe uma Bíblia acompanhada da sua bênção.",Bento XVI perdoou o ex-mordomo pela divulgação de documentos.,PT2012-2013/summaries/27.C
PT2012-2013/docs/27/20121006_TSF_2812688.sents,"O mordomo do papa, Paolo Gabriele, julgado por «roubo agravado» de documentos confidenciais, foi hoje condenado a 18 meses de prisão pelo Tribunal do Vaticano.","O mordomo, Paolo Gabriele, julgado por «roubo agravado» de documentos, foi condenado a 18 meses de prisão pelo Tribunal do Vaticano.",PT2012-2013/summaries/27.C
PT2012-2013/docs/27/20121006_TSF_2812688.sents,"O mordomo do papa, Paolo Gabriele, julgado por «roubo agravado» de documentos confidenciais, foi hoje condenado a 18 meses de prisão pelo Tribunal do Vaticano.",Paolo Gabriele foi condenado a 18 meses de prisão.,PT2012-2013/summaries/27.P
PT2012-2013/docs/27/20130221_DN_3065850.sents,"Paolo Gabriele, de 46 anos, pai de três filhos, pediu perdão por ter traído o Papa, mas disse ter agido para salvar a Igreja e o Papa.","Paolo Gabriele pediu perdão por ter traído o Papa, mas disse ter agido para salvar a Igreja e o Papa.",PT2012-2013/summaries/27.C
PT2012-2013/docs/20/20130617_TSF_3269594.sents,A Fenprof diz que é muito elevada a adesão dos professores à greve de hoje.,A Fenprof diz que é muito elevada a adesão dos professores.,PT2012-2013/summaries/20.P
PT2012-2013/docs/20/20130613_TSF_3267180.sents,"O Ministério da Educaçao já entregou o recurso por causa da decisão do colégio arbitral de não establecer serviços mínimos para a greve dos professores, marcada para esta segunda-feira, dia do exame nacional de português do secundário.",O Ministério da Educaçao entregou recurso por serviços mínimos para a greve.,PT2012-2013/summaries/20.H
PT2012-2013/docs/20/20130613_TSF_3267180.sents,O Governo já garantiu que não muda a data do exame e ainda ontem o ministro da Educação convocou todos os professores para vigiarem os exames.,O Governo não muda a data do exame e o ministro da Educação convocou todos os professores.,PT2012-2013/summaries/20.H
PT2012-2013/docs/20/20130613_TSF_3267180.sents,O Ministério da Educação revela à TSF que já foi entregue o recurso para os serviços mínimos na greve dos professores.,O Ministério da Educação revela que foi entregue o recurso para os serviços mínimos.,PT2012-2013/summaries/20.P
PT2012-2013/docs/20/20130606_Negocios2_288311.sents,"A Federação Nacional de Professores (FNE) recusou hoje uma proposta do Ministério da Educação para adiar para 2015 a entrada dos professores na mobilidade especial, terminando a reunião sem acordo com o Executivo e reafirmando a greve marcada.",A Federação Nacional de Professores recusou proposta do Ministério da Educação para adiar a mobilidade especial.,PT2012-2013/summaries/20.H
PT2012-2013/docs/20/20130614_DN_3268220.sents,"Os professores marcaram greve aos exames para segunda-feira, quando se realizam os exames de Português e Latim do 12.º ano, com o objetivo de contestar a aplicação do regime de mobilidade especial aos docentes por temerem o despedimento e o aumento do horário de trabalho de 35 para 40 horas semanais.",Os professores marcaram greve com objetivo de contestar a aplicação do regime de mobilidade especial por temerem despedimento e aumento do horário.,PT2012-2013/summaries/20.H
PT2012-2013/docs/20/20130614_DN_3268220.sents,"Os professores marcaram greve aos exames para segunda-feira, quando se realizam os exames de Português e Latim do 12.º ano, com o objetivo de contestar a aplicação do regime de mobilidade especial aos docentes por temerem o despedimento e o aumento do horário de trabalho de 35 para 40 horas semanais.","Os professores marcaram greve aos exames, com o objetivo de contestar a aplicação do regime de mobilidade especial aos docentes por temerem o despedimento e o aumento do horário de trabalho de 35 para 40 horas.",PT2012-2013/summaries/20.P
PT2012-2013/docs/20/20130613_CM_493245.sents,"O ministro da Educação, Nuno Crato, mandou convocar todos os professores para o dia da greve dos docentes, que coincide com o exame de Português e com o de Latim do Secundário.",O dia da greve dos docentes coincide com o exame de Português e de Latim.,PT2012-2013/summaries/20.H
PT2012-2013/docs/20/20130613_CM_493245.sents,"O ministro da Educação, Nuno Crato, mandou convocar todos os professores para o dia da greve dos docentes, que coincide com o exame de Português e com o de Latim do Secundário.","Nuno Crato mandou convocar todos os professores para o dia da greve, que coincide com o exame de Português e de Latim.",PT2012-2013/summaries/20.P
PT2012-2013/docs/20/20130617_Negocios2_289023.sents,"Os alunos do 12º ano que esta segunda-feira não conseguiram fazer o exame nacional de Português, por causa da greve geral dos professores, poderão fazê-la no dia 2 de Julho, pelas 9h30.",Os alunos do 12º ano que não conseguiram fazer exame de Português poderão fazê-la dia 2 de Julho.,PT2012-2013/summaries/20.H
PT2012-2013/docs/20/20130614_Negocios2_288851.sents,"A solução poderá passar pela realização do exame na segunda chamada ou pela marcação de uma data alternativa, escreve o jornal Público, na sua edição desta sexta-feira.",A solução poderá passar pela realização do exame na segunda chamada ou marcação de uma data alternativa.,PT2012-2013/summaries/20.P
PT2012-2013/docs/20/20130614_JN_3267973.sents,"Os sindicatos dos professores marcaram greve aos exames para segunda-feira, quando se realizam os exames de Português e Latim do 12.º ano, com o objetivo de contestar a aplicação do regime de mobilidade especial aos docentes por temerem o despedimento e o aumento do horário de trabalho de 35 para 40 horas semanais.",Os professores marcaram greve com objetivo de contestar a aplicação do regime de mobilidade especial por temerem despedimento e aumento do horário.,PT2012-2013/summaries/20.H
PT2012-2013/docs/20/20130614_JN_3267973.sents,"Os sindicatos dos professores marcaram greve aos exames para segunda-feira, quando se realizam os exames de Português e Latim do 12.º ano, com o objetivo de contestar a aplicação do regime de mobilidade especial aos docentes por temerem o despedimento e o aumento do horário de trabalho de 35 para 40 horas semanais.","Os professores marcaram greve aos exames, com o objetivo de contestar a aplicação do regime de mobilidade especial aos docentes por temerem o despedimento e o aumento do horário de trabalho de 35 para 40 horas.",PT2012-2013/summaries/20.P
PT2012-2013/docs/07/20130104_TSF_2976809.sents,"O Congresso norte-americano proclamou oficialmente esta sexta-feira a vitória de Barack Obama nas eleições presidenciais de novembro passado, após a contagem dos votos dos grandes eleitores.","O Congresso norte-americano proclamou oficialmente a vitória de Barack Obama nas eleições presidenciais, após a contagem dos votos.",PT2012-2013/summaries/07.M
PT2012-2013/docs/07/20130104_TSF_2976809.sents,"O Congresso norte-americano proclamou oficialmente esta sexta-feira a vitória de Barack Obama nas eleições presidenciais de novembro passado, após a contagem dos votos dos grandes eleitores.",O Congresso norte-americano proclamou a vitória de Barack Obama nas eleições presidenciais.,PT2012-2013/summaries/07.H
PT2012-2013/docs/07/20121023_TSF_2841187.sents,"O presidente dos EUA, Barack Obama, acusa o adversário na corrida presidencial, o republicano Mitt Romney, de propor o regresso à«política externa dos anos 1980».",Barack Obama acusa Mitt Romney de propor o regresso à«política externa dos anos 1980».,PT2012-2013/summaries/07.H
PT2012-2013/docs/07/20121106_Record_786972.sents,"Segundo a última sondagem da CNN, realizada ontem, os dois candidatos estão empatados com 49 por cento das intenções de voto, embora o atual presidente pareça levar alguma vantagem sobre o rival: de acordo com o diário “Washington Post”, Obama tem garantidos 237 dos 538 votos do Colégio Eleitoral que elege formalmente o presidente, contra 191 de Romney.","Segundo a última sondagem, os candidatos estão empatados com 49 por cento das intenções de voto.",PT2012-2013/summaries/07.H
PT2012-2013/docs/07/20121107_Record_787201.sents,"Os presidentes da União Europeia, Herman Van Rompuy, e da Comissão Europeia, Durão Barroso, divulgaram um comunicado conjunto no qual dirigem ""calorosas felicitações ao Presidente Obama pela sua reeleição"" e onde desejam ""continuar a cooperação estreita que dos últimos quatro anos"".","Os presidentes da União Europeia e da Comissão Europeia dirigem ""calorosas felicitações ao Presidente Obama pela sua reeleição"".",PT2012-2013/summaries/07.M
PT2012-2013/docs/07/20121026_JN_2849173.sents,"O Presidente dos EUA, Barack Obama, votou na quinta-feira em Chicago, no Estado do Illinois, 12 dias antes da data oficial das eleições presidenciais e legislativas norte-americanas, mostraram as televisões com transmissões em direto.","O Presidente dos EUA, Barack Obama, votou em Chicago, Illinois, 12 dias antes da data oficial das eleições presidenciais e legislativas norte-americanas.",PT2012-2013/summaries/07.H
PT2012-2013/docs/04/20120308_DN_2350652.sents,"As celebrações oficiais do Jubileu de Diamante serão concentradas no primeiro fim-de-semana de junho em Londres, com um desfile de embarcações no rio Tamisa, festas populares e uma missa na Catedral de São Paulo.","As celebrações oficiais serão concentradas no primeiro fim-de-semana de junho em Londres, com um desfile de embarcações no rio Tamisa, festas populares e uma missa.",PT2012-2013/summaries/04.H
PT2012-2013/docs/04/20120308_DN_2350652.sents,"A rainha Isabel II iniciou hoje em Leicester, no norte de Inglaterra, uma digressão pelo Reino Unido para celebrar o Jubileu de Diamante que marca os 60 anos no trono.",A rainha iniciou uma digressão pelo Reino Unido para celebrar o Jubileu de Diamante.,PT2012-2013/summaries/04.H
PT2012-2013/docs/04/20120205_JN_2285359.sents,"Na segunda-feira completam-se 60 anos da ascensão da rainha Isabel II ao trono do Reino Unido, que celebrará assim o Jubileu de Diamante, aniversário só alcançado por outra monarca britânica, a trisavó Rainha Vitória, em 1897.","Na segunda-feira completam-se 60 anos da ascensão da rainha Isabel II ao trono do Reino Unido, que celebrará o Jubileu de Diamante.",PT2012-2013/summaries/04.M
PT2012-2013/docs/04/20120205_JN_2285359.sents,"A data será simbólica pois as comemorações oficiais e populares só acontecerão no primeiro fim-de-semana de Junho, que será alongado com dois feriados.",A data será simbólica.,PT2012-2013/summaries/04.H
PT2012-2013/docs/04/20120602_DN_2582188.sents,"A Rainha Isabel II de Inglaterra foi hoje saudada por mais de 100.000 pessoas com bandeiras coroadas, no sul de Londres, dando início às comemorações dos 60 anos de reinado.","A Rainha foi hoje saudada por mais de 100.000 pessoas, no sul de Londres, dando início às comemorações.",PT2012-2013/summaries/04.M
PT2012-2013/docs/04/20120205_CM_419026.sents,"O domingo será o dia com acontecimentos mais populares, nomeadamente uma frota de mais de mil barcos no rio Tamisa em Londres encabeçada pela monarca, e festas nas ruas.","O domingo será o dia com acontecimentos mais populares, nomeadamente uma frota de mais de mil barcos no rio Tamisa, e festas nas ruas.",PT2012-2013/summaries/04.M
PT2012-2013/docs/04/20120205_CM_419026.sents,"O Jubileu de Diamante, que marca os 60 anos Isabel II no trono, será uma oportunidade para os britânicos celebrarem antes de Londres e o país serem tomados pelos Jogos Olímpicos no final de Julho.",O Jubileu de Diamante marca os 60 anos Isabel II no trono.,PT2012-2013/summaries/04.H
PT2012-2013/docs/04/20120205_CM_419026.sents,"A data da efeméride é 6 de Fevereiro, o mesmo dia que em 1952 subiu ao trono devido à morte do pai, Jorge VI.","A data da efeméride é 6 de Fevereiro, o mesmo dia que em 1952 subiu ao trono devido à morte do pai, Jorge VI.",PT2012-2013/summaries/04.H
PT2012-2013/docs/04/20120518_JN_2528363.sents,A Rainha Isabel II de Inglaterra vai receber a realeza do mundo inteiro na celebração dos seus 60 anos de trono.,A Rainha vai receber a realeza do mundo na celebração.,PT2012-2013/summaries/04.M
PT2012-2013/docs/04/20120518_JN_2528363.sents,A Rainha Isabel II de Inglaterra vai receber a realeza do mundo inteiro na celebração dos seus 60 anos de trono.,A Rainha Isabel II de Inglaterra vai receber a realeza do mundo inteiro na celebração dos 60 anos de trono.,PT2012-2013/summaries/04.H
PT2012-2013/docs/04/20120205_DN_2285594.sents,"A data será simbólica pois as comemorações oficiais e populares só acontecerão no primeiro fim de semana de junho, que será alongado com dois feriados.",A data será simbólica.,PT2012-2013/summaries/04.H
PT2012-2013/docs/05/20120702_Record_765398.sents,"A Seleção Nacional terminou o Euro'2012 com o desagradável ""prémio"" de ter sido a equipa que mais faltas cometeu na prova.","A Seleção Nacional terminou com o ""prémio"" de equipa que mais faltas cometeu.",PT2012-2013/summaries/05.H
PT2012-2013/docs/05/20120702_Record_765398.sents,"A Seleção Nacional terminou o Euro'2012 com o desagradável ""prémio"" de ter sido a equipa que mais faltas cometeu na prova.","A Seleção Nacional terminou o Euro'2012 com o ""prémio"" de ter sido a equipa que mais faltas cometeu.",PT2012-2013/summaries/05.M
